sr_no,sector,ministry,agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion,revised_completion,sanction_date,date_inconsistency_flag,missing_revised_cost_flag,missing_revised_completion_flag,missing_sanction_date_flag,project_duration_days,project_duration_months,expenditure_ratio,progress_per_month,completion_date_difference_days,delay_days,delay_flag,cost_overrun,cost_overrun_percent,cost_overrun_flag
408,Railways,Ministry of Railways,North Western Railway [NWR],611849,Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km],969,969.0,411.0,45,2028-06-30,2028-06-28,2023-01-01,1,0,0,0,2007.0,65.93298291721419,0.4241486068111455,0.6825112107623319,-2.0,-2.0,0.0,0.0,0.0,0.0
409,Railways,Ministry of Railways,CERL,613003,Dharamjaigarh-Korba 63 km,1686,,288.83,18,2026-08-31,,,0,1,1,1,,,0.17131079478054567,,,,,,,
410,Railways,Ministry of Railways,North Central Railway,705482,Dholpur - Sirmuttra Gauge Conversion,747,747.0,392.0,39,2019-02-28,2027-02-28,2022-03-31,1,0,0,0,-1127.0,-37.023653088042046,0.5247657295850067,,2922.0,2922.0,1.0,0.0,0.0,0.0
411,Railways,Ministry of Railways,CR,400019,DHULE [BORVIHIR] - NARDANA NEW LINE [50.60 KMS],493,1171.0,234.48,9,2026-12-31,2027-09-30,2019-01-31,0,0,0,0,2891.0,94.97371879106439,0.4756186612576065,0.09476305776547908,273.0,273.0,1.0,678.0,137.52535496957404,1.0
412,Railways,Ministry of Railways,Northeast Frontier Railway [NFR],705392,Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km],6663,6663.0,5202.29,79,2025-03-26,2025-12-29,2015-08-26,0,0,0,0,3500.0,114.98028909329828,0.7807729251088098,0.6870742857142857,278.0,278.0,1.0,0.0,0.0,0.0
413,Railways,Ministry of Railways,North Eastern Railway [NER],705566,Domingarh-Gorakhpur-Gorakhpur Cantt.-Kusumhi - 3rd Railway Line Project,351,521.47,494.0,98,2025-02-01,2025-09-30,2016-11-22,0,0,0,0,2993.0,98.32457293035479,1.4074074074074074,0.9966989642499166,241.0,241.0,1.0,170.47000000000003,48.56695156695158,1.0
414,Railways,Ministry of Railways,South Central Railway [SCR] - II,616856,Doubling between Bhadrachalam Road and Dornakal,770,,0.0,0,2029-04-13,,,0,1,1,1,,,0.0,,,,,,,
415,Railways,Ministry of Railways,South Central Railway [SCR] - II,616857,Doubling between Motumari Vishnupuram - 88.81 Km and Rail over Rail - RoR at Motumari - 10.877 Km,1596,,7.69,1,2029-03-31,,,0,1,1,1,,,0.004818295739348371,,,,,,,
416,Railways,Ministry of Railways,South Central Railway [SCR] - II,617212,Doubling between Mudkhed Medchal & Mahbubnagar Dhone section 417.88 Km,4686,,0.0,0,2029-03-31,,2023-08-25,0,1,1,0,2045.0,67.18134034165571,0.0,0.0,,,,,,
417,Railways,Ministry of Railways,South Central Railway [SCR] - II,617215,Doubling between Parbhani Parli Vaijanath stations 64.71 Km,770,,0.0,0,2028-03-31,,2023-12-06,0,1,1,0,1577.0,51.806833114323254,0.0,0.0,,,,,,
418,Railways,Ministry of Railways,Central Railway [CR] - II,705504,Doubling of Daund Manmad Line [247.6 km],2081,3075.0,2769.0,88,2025-12-31,2025-12-31,2017-10-04,0,0,0,0,3010.0,98.88304862023652,1.3306102835175397,0.8899401993355482,0.0,0.0,0.0,994.0,47.765497357039884,1.0
419,Railways,Ministry of Railways,South Central Railway [SCR] - II,617211,Doubling of Guntur Bibinagar 239 Km,2853,,43.88,1,2029-03-31,,2023-08-25,0,1,1,0,2045.0,67.18134034165571,0.015380301437083773,0.014885085574572129,,,,,,
420,Railways,Ministry of Railways,South Eastern Railway - JH,705628,Doubling of Hatia [Ranchi]-Bondamunda Rail Line - 159 km,3029,3029.0,2458.15,85,2025-06-30,2026-06-30,2016-03-31,0,0,0,0,3378.0,110.9724047306176,0.8115384615384615,0.7659561870929544,365.0,365.0,1.0,0.0,0.0,0.0
421,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],705660,Doubling of Katni - Singrauli Railway Line [261 km],2445,4377.0,3122.0,100,2026-12-31,2027-12-31,2016-03-31,0,0,0,0,3927.0,129.00788436268067,1.2768916155419223,0.7751464222052458,365.0,365.0,1.0,1932.0,79.01840490797547,1.0
422,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,400291,Doubling of Kirandul-Jagdalpur Line [150 km],1589,1798.0,1541.7,92,2020-03-31,2025-12-31,2013-02-20,0,0,0,0,2596.0,85.28252299605782,0.970232850849591,1.0787673343605546,2101.0,2101.0,1.0,209.0,13.152926368785401,1.0
423,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705512,Doubling of Kottavalasa-Koraput Rail Line [189 KM],2500,2500.0,2033.31,70,2022-03-31,2028-03-31,2015-12-08,0,0,0,0,2305.0,75.7227332457293,0.8133239999999999,0.9244251626898048,2192.0,2192.0,1.0,0.0,0.0,0.0
424,Railways,Ministry of Railways,Northeast Frontier Railway [NFR],705572,Doubling of New Bonggigaon to Kamakhya via Goalpara - 176 km,4060,4961.0,3683.75,93,2026-03-31,2026-03-31,2016-09-02,0,0,0,0,3497.0,114.88173455978975,0.9073275862068966,0.809528167000286,0.0,0.0,0.0,901.0,22.192118226600986,1.0
425,Railways,Ministry of Railways,EDTK[MC]/RB,705721,DTS Machine Procurement Project,448,,0.0,0,2024-12-31,2026-12-31,,0,1,0,1,,,0.0,,730.0,730.0,1.0,,,
426,Railways,Ministry of Railways,RVNL - II,400277,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,8964,8964.0,8097.47,80,2025-12-31,2026-03-31,2010-03-15,0,0,0,0,5770.0,189.5532194480946,0.9033322177599287,0.4220450606585789,90.0,90.0,1.0,0.0,0.0,0.0
427,Railways,Ministry of Railways,SR-ERS,705639,Ernakulam-Kumbalam doubling project [7.71 Km],601,601.0,283.0,17,2028-03-31,2028-03-31,2023-04-03,0,0,0,0,1824.0,59.92115637319316,0.47088186356073214,0.2837061403508772,0.0,0.0,0.0,0.0,0.0,0.0
428,Railways,Ministry of Railways,East Central Railway [ECR] - II,705373,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura",1473,2882.0,2824.8,91,2023-03-31,2025-08-31,2002-08-19,0,0,0,0,7529.0,247.33902759526939,1.9177189409368636,0.3679160579094169,884.0,884.0,1.0,1409.0,95.6551255940258,1.0
429,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,612827,Flyover between Pendurthi and Simhachalam North to avoid surface crossing at Simhachalam 7.135 km PB 73 of 2023 24 NR,184,,4.16,11,2027-04-30,,,0,1,1,1,,,0.022608695652173914,,,,,,,
430,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,616694,Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains,201,,0.0,0,2028-07-31,,2023-04-19,0,1,1,0,1930.0,63.40341655716163,0.0,0.0,,,,,,
431,Railways,Ministry of Railways,South Western Railway [SWR] - II,705490,Gadag-Wadi New Railway Line [257 km],2842,6700.0,1721.14,30,2027-03-31,2027-12-31,2013-04-01,0,0,0,0,5112.0,167.93692509855452,0.6056087262491203,0.17863849765258216,275.0,275.0,1.0,3858.0,135.74947220267418,1.0
432,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,709811,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms,190,190.0,0.0,0,2027-09-30,2027-09-27,2022-09-09,1,0,0,0,1847.0,60.67674113009198,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0
433,Railways,Ministry of Railways,SECR,602792,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20 Kms - 2nd Material Modification to Raipur Titlagarh doubling.,1171,1171.0,848.0,82,2025-02-28,2025-11-30,2011-07-01,0,0,0,0,4991.0,163.96189224704335,0.7241673783091375,0.5001162091765178,275.0,275.0,1.0,0.0,0.0,0.0
434,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],705444,Gevra Road-Pendra Road New Railway Line [135 km],4970,,4271.55,72,2022-03-31,2025-12-31,,0,1,0,1,,,0.859466800804829,,1371.0,1371.0,1.0,,,
435,Railways,Ministry of Railways,East Central Railway [ECR] - II,705765,Gomoh - Flyover for DN trains,686,686.0,536.04,59,2026-03-26,2026-03-26,2018-01-29,0,0,0,0,2978.0,97.83180026281208,0.7813994169096209,0.6030758898589658,0.0,0.0,0.0,0.0,0.0,0.0
436,Railways,Ministry of Railways,South East Central Railway,617201,Gondia-Balharshah [Chanda Fort] Doubling [240 Km],4373,,0.0,0,2030-04-09,,2025-04-09,0,1,1,0,1826.0,59.98685939553219,0.0,0.0,,,,,,
437,Railways,Ministry of Railways,South Central Railway [SCR] - II,611752,GOOTY-PENDEKALLU DOUBLING 29.225 Km,352,351.83,18.0,25,2027-03-31,2027-03-27,2023-03-01,1,0,0,0,1491.0,48.98160315374507,0.05113636363636364,0.5103957075788061,-4.0,-4.0,0.0,-0.17000000000001592,-0.04829545454545907,0.0
438,Railways,Ministry of Railways,NER,617224,Gorakhpur-Valmikinagar Doubling project,1120,,181.86,20,2027-12-30,,,0,1,1,1,,,0.16237500000000002,,,,,,,
439,Railways,Ministry of Railways,North Western Railway [NWR],705752,Gudha-Thatha Mithri Construction of Railway Track Project,819,967.06,471.0,98,2026-11-30,2026-11-30,2019-04-01,0,0,0,0,2800.0,91.98423127463863,0.575091575091575,1.0654000000000001,0.0,0.0,0.0,148.05999999999995,18.07814407814407,1.0
440,Railways,Ministry of Railways,South Central Railway [SCR] - II,611754,GUNTAKAL WEST-MALLAPPA GATE RAIL OVER RAIL - ROR TRACK,293,,0.0,0,2026-07-31,,,0,1,1,1,,,0.0,,,,,,,
441,Railways,Ministry of Railways,South Central Railway [SCR] - II,705633,Guntur-Guntakal Doubling Project,3733,4295.0,4112.59,92,2025-12-31,2026-12-31,2017-03-31,0,0,0,0,3197.0,105.0262812089356,1.1016849718724886,0.8759712230215828,365.0,365.0,1.0,562.0,15.054915617465845,1.0
442,Railways,Ministry of Railways,Central Organisation for Railway Electrification [CORE],706922,Guwahati-Dibrugarh via Tinsukia & Simaluguri-Dibrugarh,890,889.36,391.73,89,2020-09-03,2024-06-30,2020-09-30,1,0,0,0,-27.0,-0.8869908015768725,0.44014606741573037,,1396.0,1396.0,1.0,-0.6399999999999864,-0.07191011235954903,0.0
443,Railways,Ministry of Railways,North Central Railway,705419,Gwalior - Seopurkala with extension to Kota [Gauge Conversion],2913,2913.0,2751.0,83,2025-03-31,2026-02-28,2011-03-31,0,0,0,0,5114.0,168.00262812089355,0.9443872296601442,0.49403989049667585,334.0,334.0,1.0,0.0,0.0,0.0
444,Railways,Ministry of Railways,East Central Railway [ECR] - I,705366,Hajipur-Sagauli New line,2067,2087.0,1908.49,74,2020-03-31,2026-12-31,2007-10-05,0,0,0,0,4561.0,149.83574244415243,0.9233139816158684,0.49387415040561283,2466.0,2466.0,1.0,20.0,0.9675858732462507,1.0
445,Railways,Ministry of Railways,WR,611939,Himatnagar Khedbrahma 55 km,482,482.42,461.0,96,2001-06-30,2026-06-30,2022-06-01,1,0,0,0,-7641.0,-251.01839684625492,0.9564315352697096,,9131.0,9131.0,1.0,0.4200000000000159,0.08713692946058423,1.0
446,Railways,Ministry of Railways,RVNL - II,705650,Hospet - Tinaighat - Vasco Rail Doubling Project,5060,5060.0,5007.82,86,2027-03-31,2027-12-30,2010-03-31,0,0,0,0,6209.0,203.97503285151117,0.989687747035573,0.42162022870027377,274.0,274.0,1.0,0.0,0.0,0.0
447,Railways,Ministry of Railways,RVNL,706950,Hospet-Hubli-Vasco da Gama Line Electrification Project,744,1122.62,969.05,95,2023-03-31,2024-03-31,,0,0,0,1,,,1.302486559139785,,366.0,366.0,1.0,378.6199999999999,50.889784946236546,1.0
448,Railways,Ministry of Railways,South Western Railway [SWR] - II,705662,Hotgi-Kudgi-Gadag Doubling Project,1878,2459.0,2628.8,89,2024-12-31,2026-03-31,2014-04-01,0,0,0,0,3927.0,129.00788436268067,1.3997870074547392,0.6898803157626687,455.0,455.0,1.0,581.0,30.93716719914803,1.0
449,Railways,Ministry of Railways,RVNL - II,705763,Indore - Budni New Railway Line [198 kms],7474,7474.0,1658.03,22,2030-09-30,2030-09-30,2019-08-21,0,0,0,0,4058.0,133.31143232588698,0.22183971099812683,0.16502710694923609,0.0,0.0,0.0,0.0,0.0,0.0
450,Railways,Ministry of Railways,Central Railway [CR] - II,705507,Itarsi - Nagpur Third Railway Line [280 km],2450,2450.0,1815.49,52,2027-03-31,2027-03-31,2016-09-02,0,0,0,0,3862.0,126.87253613666228,0.7410163265306122,0.4098601760745728,0.0,0.0,0.0,0.0,0.0,0.0
451,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705511,Jagdalpur-Koraput,1547,1547.0,1308.2,90,2024-03-31,2026-12-31,2015-12-08,0,0,0,0,3036.0,99.73718791064388,0.8456367162249515,0.9023715415019763,1005.0,1005.0,1.0,0.0,0.0,0.0
452,Railways,Ministry of Railways,PCE/WR,611972,Jambusar Kavi 26 Kms,318,,0.0,0,2026-12-30,,,0,1,1,1,,,0.0,,,,,,,
453,Railways,Ministry of Railways,RVNL,705784,Janghai-Phaphamau Doubling Rail Line Project,357,978.77,579.0,95,2025-03-31,2025-03-31,2018-11-01,0,0,0,0,2342.0,76.93823915900131,1.6218487394957983,1.2347566182749787,0.0,0.0,0.0,621.77,174.16526610644257,1.0
454,Railways,Ministry of Railways,CAO/C/II/NR,705588,Janghai-Pratapgarh- Amethi,722,1194.0,1100.0,70,2025-03-31,2026-03-31,2017-11-10,0,0,0,0,2698.0,88.63337713534823,1.5235457063711912,0.7897702001482579,365.0,365.0,1.0,472.0,65.37396121883657,1.0
455,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705514,Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line,1000,810.02,401.61,36,2018-11-13,2026-03-31,,0,0,0,1,,,0.40161,,2695.0,2695.0,1.0,-189.98000000000002,-18.998,0.0
456,Railways,Ministry of Railways,East Central Railway [ECR] - I,705362,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]",819,819.0,588.32,75,2022-03-31,2026-03-31,2015-08-21,0,0,0,0,2414.0,79.3035479632063,0.7183394383394384,0.9457332228666115,1461.0,1461.0,1.0,0.0,0.0,0.0
457,Railways,Ministry of Railways,CAO/C/NCR,705598,Jhansi - Bina Third Railway Line [153 Km],2002,2002.0,1884.84,93,2022-03-31,2026-03-31,2016-09-30,0,0,0,0,2008.0,65.9658344283837,0.9414785214785214,1.4098207171314743,1461.0,1461.0,1.0,0.0,0.0,0.0
458,Railways,Ministry of Railways,North Central Railway,705608,Jhansi-Khairar-Manikpur & Khirar-Bhimsen,4330,4330.0,1989.0,53,2026-03-31,2026-03-31,2018-03-01,0,0,0,0,2952.0,96.97766097240472,0.45935334872979217,0.5465176151761518,0.0,0.0,0.0,0.0,0.0,0.0
459,Railways,Ministry of Railways,SECR,705616,Jharsuguda-Bilaspur Fourth Railway Line [206 km],2140,2979.0,2124.15,88,2024-10-31,2025-12-31,2016-09-08,0,0,0,0,2975.0,97.73324572930355,0.9925934579439253,0.9004100840336134,426.0,426.0,1.0,839.0,39.205607476635514,1.0
460,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],705450,Jogbani-Biratnagar New Rail Line project,402,486.0,361.0,86,2022-03-31,2026-12-31,2010-06-28,0,0,0,0,4294.0,141.06438896189223,0.8980099502487562,0.6096506753609688,1736.0,1736.0,1.0,84.0,20.8955223880597,1.0
461,Railways,Ministry of Railways,PCE/WR,611976,Jogeshwari AT Development of JOS-AT as Trainset Maintenance Depot for energy efficient Vande Bharat Sleeper Trains,221,,0.0,0,2025-10-30,,,0,1,1,1,,,0.0,,,,,,,
462,Railways,Ministry of Railways,RVNL - II,705730,Joka-BBD Bag new metro project,4835,10362.0,4361.23,59,2026-12-31,2028-12-31,2010-03-05,0,0,0,0,6145.0,201.8725361366623,0.9020124095139607,0.29226362896663954,731.0,731.0,1.0,5527.0,114.31230610134438,1.0
463,Railways,Ministry of Railways,WR,611980,Junagarh Visavadar 42 Kms,493,492.83,3.0,1,2028-09-30,2028-09-28,2022-06-02,1,0,0,0,2312.0,75.9526938239159,0.006085192697768763,0.013166089965397925,-2.0,-2.0,0.0,-0.17000000000001592,-0.03448275862069288,0.0
464,Railways,Ministry of Railways,South Western Railway [SWR] - II,705492,Kadur - Chickamagalur - Sakleshpur [93km],825,825.0,770.18,83,2025-06-30,2025-12-31,2014-01-27,0,0,0,0,4172.0,137.05650459921156,0.9335515151515151,0.6055896452540748,184.0,184.0,1.0,0.0,0.0,0.0
465,Railways,Ministry of Railways,Eastern Railway [ER] - I,400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,1000,1000.0,1029.97,67,2027-02-28,2027-02-28,2015-07-28,0,0,0,0,4233.0,139.0604467805519,1.02997,0.48180486652492327,0.0,0.0,0.0,0.0,0.0,0.0
466,Railways,Ministry of Railways,Eastern Railway [ER] - I,617322,Kalipahari Bakhtarnagar 5th line,350,350.46,0.0,0,2027-06-30,2027-06-27,2024-08-08,1,0,0,0,1056.0,34.69119579500657,0.0,0.0,-3.0,-3.0,0.0,0.45999999999997954,0.1314285714285656,1.0
467,Railways,Ministry of Railways,Central Railway [CR] - II,709809,KALYAN-MURBAD VIA ULHASNAGAR [UMBRELLA WORK],836,836.0,9.29,1,2027-03-31,2027-03-27,,1,0,0,1,,,0.011112440191387558,,-4.0,-4.0,0.0,0.0,0.0,0.0
468,Railways,Ministry of Railways,West Central Railway WCR I,705651,Katni - Bina Third Railway Line [279 km],2478,4127.23,3295.49,90,2022-03-31,2025-12-31,2016-06-02,0,0,0,0,2128.0,69.90801576872536,1.3298991121872477,1.2874060150375939,1371.0,1371.0,1.0,1649.2299999999996,66.55488297013719,1.0
469,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],705661,Katni Grade Separator/Bye Pass,1248,1248.0,1537.77,92,2024-09-30,2026-03-31,2016-03-31,0,0,0,0,3105.0,102.00394218134034,1.2321875,0.901925925925926,547.0,547.0,1.0,0.0,0.0,0.0
470,Railways,Ministry of Railways,South Central Railway [SCR] - II,705612,Kazipet-Vijayawada 3rd line with electrification [220 km],1953,3363.0,2915.49,90,2025-02-28,2025-12-31,2013-03-31,0,0,0,0,4352.0,142.96977660972405,1.492826420890937,0.6295036764705882,306.0,306.0,1.0,1410.0,72.19662058371735,1.0
471,Railways,Ministry of Railways,East Central Railway [ECR] - I,705364,Khagaria-Kusheshwar Asthan [42Km] new line project,614,1384.0,479.22,55,2024-12-31,2027-03-31,2019-04-20,0,0,0,0,2082.0,68.39684625492772,0.7804885993485342,0.8041306436119117,820.0,820.0,1.0,770.0,125.4071661237785,1.0
472,Railways,Ministry of Railways,RVNL - II,705668,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,3250,3250.0,3176.46,97,2025-03-31,2025-12-31,2016-09-05,0,0,0,0,3129.0,102.79237844940867,0.9773723076923077,0.9436497283477149,275.0,275.0,1.0,0.0,0.0,0.0
473,Railways,Ministry of Railways,CAO/C/SECR,617200,KHARSIA- NAYA RAIPUR-PARMALKASA 5th and 6th Line [278KM],7854,,0.0,0,2031-03-31,,2025-04-11,0,1,1,0,2180.0,71.61629434954007,0.0,0.0,,,,,,
474,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],400220,Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1],3055,3438.0,2574.54,94,2018-09-30,2026-03-31,2016-03-05,0,0,0,0,939.0,30.847568988173453,0.8427299509001637,3.0472417465388713,2739.0,2739.0,1.0,383.0,12.53682487725041,1.0
475,Railways,Ministry of Railways,CORE,706898,Khurda Road - Balangir Electrification of Railway Track Project,268,,0.0,0,2021-03-31,,,0,1,1,1,,,0.0,,,,,,,
476,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705358,Khurda-Bolangir New Broad Gauge Rail Link [301km],3792,5089.0,4983.45,89,2026-12-31,2026-12-31,1994-03-31,0,0,0,0,11963.0,393.0026281208935,1.3142009493670885,0.22646158990219847,0.0,0.0,0.0,1297.0,34.20358649789029,1.0
477,Railways,Ministry of Railways,East Central Railway [ECR] - II,705375,Koderma-Tilaiya New Line,1626,2020.0,2060.97,92,2025-02-28,2026-02-28,2004-11-04,0,0,0,0,7421.0,243.79106438896187,1.2675092250922508,0.3773723217895163,365.0,365.0,1.0,394.0,24.231242312423124,1.0
478,Railways,Ministry of Railways,Indian Railway,709810,KODINGAMALI BAUXITE MINES TO SINGARAM RAILWAY STATION,191,,0.0,0,2027-08-31,2027-08-27,,1,1,0,1,,,0.0,,-4.0,-4.0,0.0,,,
479,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705513,Koraput - Singapur Railway Doubling,2362,2362.0,1787.49,68,2027-12-01,2028-03-30,2015-12-08,0,0,0,0,4376.0,143.75821287779237,0.7567696867061812,0.4730164533820841,120.0,120.0,1.0,0.0,0.0,0.0
480,Railways,Ministry of Railways,PCE/WR,611918,Kosamba Umarpada 70 Km,468,,20.0,0,2027-03-30,,,0,1,1,1,,,0.042735042735042736,,,,,,,
481,Railways,Ministry of Railways,South Central Railway [SCR] - II,705436,Kotapalli - Narasapur New Line,2501,2501.0,1264.18,29,2028-03-31,2028-03-31,2009-03-31,0,0,0,0,6940.0,227.98948751642575,0.5054698120751699,0.12719884726224784,0.0,0.0,0.0,0.0,0.0,0.0
482,Railways,Ministry of Railways,Southern Railway [SR] - II,705638,Kumbalam-Turavur doubling project [15.59 Km],813,813.0,292.15,15,2027-03-31,2027-03-31,2023-04-03,0,0,0,0,1458.0,47.89750328515112,0.35934809348093477,0.3131687242798354,0.0,0.0,0.0,0.0,0.0,0.0
483,Railways,Ministry of Railways,WPO/Patna,611927,Kurnool - Setting up facilities for coach midlife rehabilitation workshop,561,,276.66,65,2023-12-31,,2014-01-01,0,1,1,0,3651.0,119.94086727989487,0.4931550802139038,0.5419337167899205,,,,,,
484,Railways,Ministry of Railways,North Central Railway,705766,Lalitpur-Birari with flyover at Lalitpur- 16 Km,304,356.0,214.0,65,2024-12-31,2025-11-30,2017-03-22,0,0,0,0,2841.0,93.3311432325887,0.7039473684210527,0.6964449137627595,334.0,334.0,1.0,52.0,17.105263157894736,1.0
485,Railways,Ministry of Railways,North Central Railway,705480,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho",8914,8914.0,4971.65,70,2027-03-31,2027-12-31,2007-01-24,0,0,0,0,7371.0,242.1484888304862,0.5577350235584474,0.28907882241215577,275.0,275.0,1.0,0.0,0.0,0.0
486,Railways,Ministry of Railways,South Eastern Railway [SER] - I,705785,Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection,473,473.0,284.26,4,2026-06-30,2027-05-31,2021-08-27,0,0,0,0,1768.0,58.08147174770039,0.6009725158562368,0.068868778280543,335.0,335.0,1.0,0.0,0.0,0.0
487,Railways,Ministry of Railways,CAO/C/NR,705783,Ludhiana- Killa Raipur Railway Doubling Project,238,237.64,118.0,55,2025-03-31,2026-03-31,2019-03-01,0,0,0,0,2222.0,72.99605781865965,0.4957983193277311,0.7534653465346536,365.0,365.0,1.0,-0.36000000000001364,-0.1512605042016864,0.0
488,Railways,Ministry of Railways,Northeast Frontier Railway [NFR],616701,Lumding Furkating Doubling Project 140 km,2124,,13.74,0,2028-02-29,,,0,1,1,1,,,0.006468926553672316,,,,,,,
489,Railways,Ministry of Railways,North Western Railway [NWR],616842,LUNI- SAMDARI- BHILDI DOUBLING,3086,,154.46,7,2027-07-31,,2024-02-19,0,1,1,0,1258.0,41.32720105124836,0.050051847051198965,0.1693799682034976,,,,,,
490,Railways,Ministry of Railways,WPO/Patna,611929,Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions under WTA 527,167,,0.0,0,2024-12-29,,,0,1,1,1,,,0.0,,,,,,,
491,Railways,Ministry of Railways,Indian Railways,616702,Malkangiri Pandurangapuram new railway line project,3592,,0.0,0,2031-11-26,,2024-08-19,0,1,1,0,2655.0,87.22076215505913,0.0,0.0,,,,,,
492,Railways,Ministry of Railways,South Western Railway [SWR] - II,611615,Malugur- Palasamudram New Line Project [17.975 Km],342,342.14,0.0,0,2027-11-30,2027-12-31,2022-09-01,0,0,0,0,1916.0,62.943495400788436,0.0,0.0,31.0,31.0,1.0,0.13999999999998636,0.04093567251461589,1.0
493,Railways,Ministry of Railways,South Central Railway [SCR] - II,705437,Manoharabad-Kothapalli New Rail Line [151 km],1160,2781.0,1713.38,71,2027-03-31,2027-12-31,2016-07-16,0,0,0,0,3910.0,128.44940867279894,1.477051724137931,0.5527468030690538,275.0,275.0,1.0,1621.0,139.74137931034483,1.0
494,Railways,Ministry of Railways,South Western Railway [SWR] - II,705491,Marikuppam - Kuppam New Line Project [23.70 Km],297,297.0,123.17,15,2026-06-30,2026-06-30,2012-04-01,0,0,0,0,5203.0,170.92641261498028,0.4147138047138047,0.08775706323275034,0.0,0.0,0.0,0.0,0.0,0.0
495,Railways,Ministry of Railways,RVNL - II,705667,Mathura-Jhansi Third Railway Line [274 Km],5961,5961.0,4928.62,94,2024-12-31,2026-12-31,2015-12-11,0,0,0,0,3308.0,108.67279894875163,0.8268109377621204,0.864981862152358,730.0,730.0,1.0,0.0,0.0,0.0
496,Railways,Ministry of Railways,PCE/WR,611973,miyagam karjan Choranda maalsar 37 kms,450,,0.0,0,2026-12-25,,,0,1,1,1,,,0.0,,,,,,,
497,Railways,Ministry of Railways,Western Railway [WR] - II,705458,Miyagam-Karjan-Dabhoi-Samlaya [GC],844,1600.0,693.0,68,2021-03-31,2026-12-31,2017-01-17,0,0,0,0,1534.0,50.39421813403416,0.8210900473933649,1.349361147327249,2101.0,2101.0,1.0,756.0,89.57345971563981,1.0
498,Railways,Ministry of Railways,SECR,706757,Modasa-Shamlaji Road Railway Line Project,262,262.0,203.0,58,2025-03-31,2027-03-31,2012-09-01,0,0,0,0,4594.0,150.91984231274637,0.7748091603053435,0.38430996952546803,730.0,730.0,1.0,0.0,0.0,0.0
499,Railways,Ministry of Railways,Southern Railway [SR] - I,705755,Morappur - Dharmpuri New Railway Line Project,359,359.0,40.0,1,2028-03-31,2028-03-28,2019-05-27,1,0,0,0,3231.0,106.14323258869908,0.11142061281337047,0.009421231816774992,-3.0,-3.0,0.0,0.0,0.0,0.0
500,Railways,Ministry of Railways,North Central Railway,705772,"Mughalsarai-Allahabad, 3rd line",2649,2649.0,1399.0,62,2026-12-31,2027-03-31,2015-12-08,0,0,0,0,4041.0,132.75295663600525,0.5281238203095507,0.4670329126453848,90.0,90.0,1.0,0.0,0.0,0.0
501,Railways,Ministry of Railways,East Central Railway [ECR] - I,616699,Multi tracking of Son Nagar-Andal [374.53 rkm & 814.38 tkm],12334,,444.74,10,2028-03-31,,2023-08-25,0,1,1,0,1680.0,55.19053876478318,0.03605805091616669,0.1811904761904762,,,,,,
502,Railways,Ministry of Railways,Western Railway,611452,MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION SYSTEM 500 RKM,311,311.0,208.0,92,2025-12-31,2025-06-26,2019-09-25,1,0,0,0,2289.0,75.19710906701708,0.6688102893890675,1.2234512887723896,-188.0,-188.0,0.0,0.0,0.0,0.0
