project_code,project_name,sector,physical_progress,expenditure,delay_probability,cost_overrun_probability,overall_risk_percentage,overall_risk_level,top_delay_factors,top_cost_overrun_factors
706718,C/o NITB Imphal Airport,Aviation & Aviation Infrastructure,41,160.48,0.785,0.0,39.25,Low Risk,progress_per_month: increases delay risk | project_duration_days: increases delay risk | project_duration_months: increases delay risk | ministry_Ministry of Railways: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Aviation & Aviation Infrastructure: reduces cost-overrun risk | agency_Airport Authority of India [AAI]: reduces cost-overrun risk | ministry_Ministry of Civil Aviation: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
612096,Construction of Balurghat-Hilli new BG Line,Railways,9,405.31,0.065,0.285,17.5,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure_ratio: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | expenditure: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_Northeast Frontier Railway [NFR]: increases cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
400023,Construction of New BG line between Hassan to Belur [27 Km],Railways,0,0.0,0.085,0.0,4.25,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | project_duration_days: reduces delay risk | project_duration_months: reduces delay risk | expenditure_ratio: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | project_duration_months: reduces cost-overrun risk | agency_South Western Railway [SWR] - II: reduces cost-overrun risk | project_duration_days: reduces cost-overrun risk
705433,Dallirajhra- Rowghat New Railway Line - Phase I [95 km],Railways,82,1440.85,0.845,0.0,42.25,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | ministry_Ministry of Railways: reduces delay risk | agency_Western Railway [WR] - II: increases delay risk,agency_RVNL - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | project_duration_months: reduces cost-overrun risk
611614,Dedicated Test Track for RDSO Phase II,Railways,86,471.0,0.12,1.0,56.00000000000001,Medium Risk,agency_North Western Railway [NWR]: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | physical_progress: increases delay risk | sector_Railways: reduces delay risk | expenditure: reduces delay risk,physical_progress: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | agency_North Western Railway [NWR]: increases cost-overrun risk | original_cost: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
611849,Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km],Railways,45,411.0,0.07,0.205,13.750000000000002,Low Risk,agency_North Western Railway [NWR]: reduces delay risk | physical_progress: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | expenditure: reduces delay risk | sector_Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | agency_North Western Railway [NWR]: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
705482,Dholpur - Sirmuttra Gauge Conversion,Railways,39,392.0,0.835,0.065,44.99999999999999,Medium Risk,agency_North Central Railway: increases delay risk | project_duration_months: increases delay risk | project_duration_days: increases delay risk | expenditure_ratio: increases delay risk | physical_progress: reduces delay risk,agency_North Central Railway: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | project_duration_months: increases cost-overrun risk
400019,DHULE [BORVIHIR] - NARDANA NEW LINE [50.60 KMS],Railways,9,234.48,0.615,1.0,80.75,High Risk,agency_CR: increases delay risk | expenditure_ratio: increases delay risk | physical_progress: reduces delay risk | progress_per_month: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,agency_CR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk | project_duration_months: increases cost-overrun risk | agency_East Coast Railway [ECoR] - II: increases cost-overrun risk
705392,Dimapur [Dhansiri]-Sukhobi Kohima [Zubza] NL [82.5 Km],Railways,79,5202.29,0.74,0.0,37.0,Low Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | original_cost: increases delay risk | ministry_Ministry of Railways: reduces delay risk,sector_Railways: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | original_cost: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
705566,Domingarh-Gorakhpur-Gorakhpur Cantt.-Kusumhi - 3rd Railway Line Project,Railways,98,494.0,0.655,1.0,82.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: reduces delay risk | original_cost: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_North Eastern Railway [NER]: increases cost-overrun risk | physical_progress: increases cost-overrun risk | original_cost: increases cost-overrun risk | agency_RVNL - II: increases cost-overrun risk
705504,Doubling of Daund Manmad Line [247.6 km],Railways,88,2769.0,0.12,1.0,56.00000000000001,Medium Risk,agency_Central Railway [CR] - II: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | project_duration_months: reduces delay risk | project_duration_days: reduces delay risk | sector_Railways: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_Central Railway [CR] - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | progress_per_month: increases cost-overrun risk
705628,Doubling of Hatia [Ranchi]-Bondamunda Rail Line - 159 km,Railways,85,2458.15,0.9,0.0,45.0,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_South Eastern Railway - JH: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
705660,Doubling of Katni - Singrauli Railway Line [261 km],Railways,100,3122.0,0.86,1.0,93.0,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | agency_Indian Railway Construction International Limited [IRCON]: increases delay risk | progress_per_month: increases delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | agency_Indian Railway Construction International Limited [IRCON]: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
400291,Doubling of Kirandul-Jagdalpur Line [150 km],Railways,92,1541.7,0.965,0.9917717003567182,97.83858501783592,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | project_duration_months: increases delay risk,physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | expenditure: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
705512,Doubling of Kottavalasa-Koraput Rail Line [189 KM],Railways,70,2033.31,0.98,0.3767717003567182,67.83858501783591,Medium Risk,expenditure_ratio: increases delay risk | physical_progress: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | project_duration_months: increases delay risk,agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | expenditure: increases cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | physical_progress: increases cost-overrun risk
705572,Doubling of New Bonggigaon to Kamakhya via Goalpara - 176 km,Railways,93,3683.75,0.175,1.0,58.75,Medium Risk,agency_Northeast Frontier Railway [NFR]: reduces delay risk | project_duration_months: reduces delay risk | project_duration_days: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | physical_progress: increases delay risk,physical_progress: increases cost-overrun risk | agency_Northeast Frontier Railway [NFR]: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | expenditure: increases cost-overrun risk | progress_per_month: increases cost-overrun risk
400277,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,Railways,80,8097.47,0.89,0.085,48.75,Medium Risk,expenditure: increases delay risk | physical_progress: increases delay risk | expenditure_ratio: increases delay risk | original_cost: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_RVNL - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | expenditure: increases cost-overrun risk | progress_per_month: reduces cost-overrun risk
705639,Ernakulam-Kumbalam doubling project [7.71 Km],Railways,17,283.0,0.4,0.0,20.0,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: reduces delay risk | agency_SR-ERS: increases delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | progress_per_month: reduces cost-overrun risk
705373,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura",Railways,91,2824.8,0.875,1.0,93.75,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | agency_East Central Railway [ECR] - II: increases delay risk | progress_per_month: reduces delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | project_duration_days: increases cost-overrun risk | project_duration_months: increases cost-overrun risk
705490,Gadag-Wadi New Railway Line [257 km],Railways,30,1721.14,0.3,1.0,65.0,Medium Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure: increases delay risk | project_duration_months: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,agency_South Western Railway [SWR] - II: increases cost-overrun risk | expenditure: increases cost-overrun risk | project_duration_months: increases cost-overrun risk | physical_progress: increases cost-overrun risk | original_cost: increases cost-overrun risk
709811,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms,Railways,0,0.0,0.085,0.0017717003567181,4.33858501783591,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
602792,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20 Kms - 2nd Material Modification to Raipur Titlagarh doubling.,Railways,82,848.0,0.895,0.0,44.75,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | project_duration_days: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | project_duration_months: reduces cost-overrun risk
705765,Gomoh - Flyover for DN trains,Railways,59,536.04,0.15,0.0,7.5,Low Risk,physical_progress: reduces delay risk | project_duration_days: reduces delay risk | expenditure_ratio: increases delay risk | project_duration_months: reduces delay risk | expenditure: reduces delay risk,ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | agency_East Central Railway [ECR] - II: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
611752,GOOTY-PENDEKALLU DOUBLING 29.225 Km,Railways,25,18.0,0.175,0.0,8.75,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | sector_Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | agency_South Central Railway [SCR] - II: increases cost-overrun risk
705752,Gudha-Thatha Mithri Construction of Railway Track Project,Railways,98,471.0,0.495,0.555,52.5,Medium Risk,physical_progress: increases delay risk | agency_North Western Railway [NWR]: reduces delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: reduces delay risk | sector_Railways: reduces delay risk,physical_progress: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | agency_North Western Railway [NWR]: increases cost-overrun risk | original_cost: increases cost-overrun risk | sector_Railways: reduces cost-overrun risk
705633,Guntur-Guntakal Doubling Project,Railways,92,4112.59,0.9,1.0,95.0,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | agency_South Central Railway [SCR] - II: increases delay risk,agency_South Central Railway [SCR] - II: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk
706922,Guwahati-Dibrugarh via Tinsukia & Simaluguri-Dibrugarh,Railways,89,391.73,0.62,0.0,31.0,Low Risk,physical_progress: increases delay risk | ministry_Ministry of Railways: reduces delay risk | project_duration_months: increases delay risk | project_duration_days: increases delay risk | sector_Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | agency_Central Organisation for Railway Electrification [CORE]: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
705419,Gwalior - Seopurkala with extension to Kota [Gauge Conversion],Railways,83,2751.0,0.945,0.0,47.25,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | agency_North Central Railway: increases delay risk | progress_per_month: increases delay risk,agency_North Central Railway: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | expenditure_ratio: increases cost-overrun risk
705366,Hajipur-Sagauli New line,Railways,74,1908.49,0.925,1.0,96.25,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | agency_East Central Railway [ECR] - I: increases delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_East Central Railway [ECR] - I: increases cost-overrun risk | expenditure: increases cost-overrun risk | physical_progress: increases cost-overrun risk | project_duration_months: increases cost-overrun risk
611939,Himatnagar Khedbrahma 55 km,Railways,96,461.0,0.645,0.55,59.75,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: reduces delay risk | project_duration_months: increases delay risk | sector_Railways: reduces delay risk,physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | expenditure: reduces cost-overrun risk
705650,Hospet - Tinaighat - Vasco Rail Doubling Project,Railways,86,5007.82,0.85,0.0,42.5,Medium Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | original_cost: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_RVNL - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | project_duration_months: reduces cost-overrun risk | project_duration_days: reduces cost-overrun risk
706950,Hospet-Hubli-Vasco da Gama Line Electrification Project,Railways,95,969.05,0.945,1.0,97.25,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | project_duration_months: increases delay risk | project_duration_days: increases delay risk,expenditure_ratio: increases cost-overrun risk | agency_RVNL: increases cost-overrun risk | physical_progress: increases cost-overrun risk | agency_East Coast Railway [ECoR] - II: increases cost-overrun risk | agency_Bharat Petroleum Corporation Limited [BPCL]: increases cost-overrun risk
705662,Hotgi-Kudgi-Gadag Doubling Project,Railways,89,2628.8,0.675,0.68,67.75,Medium Risk,physical_progress: increases delay risk | expenditure: increases delay risk | ministry_Ministry of Railways: reduces delay risk | expenditure_ratio: increases delay risk | project_duration_days: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_South Western Railway [SWR] - II: reduces cost-overrun risk | expenditure: increases cost-overrun risk | physical_progress: increases cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk
705763,Indore - Budni New Railway Line [198 kms],Railways,22,1658.03,0.075,0.22,14.75,Low Risk,progress_per_month: reduces delay risk | physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | project_duration_months: reduces delay risk | original_cost: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | original_cost: reduces cost-overrun risk
705507,Itarsi - Nagpur Third Railway Line [280 km],Railways,52,1815.49,0.035,0.0,1.7500000000000002,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | agency_Central Railway [CR] - II: reduces delay risk | project_duration_months: reduces delay risk | project_duration_days: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | agency_Central Railway [CR] - II: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
705511,Jagdalpur-Koraput,Railways,90,1308.2,0.93,0.0017717003567181,46.58858501783591,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | project_duration_months: reduces cost-overrun risk
705784,Janghai-Phaphamau Doubling Rail Line Project,Railways,95,579.0,0.735,1.0,86.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: reduces delay risk | progress_per_month: increases delay risk | original_cost: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_RVNL: increases cost-overrun risk | physical_progress: increases cost-overrun risk | agency_Bharat Petroleum Corporation Limited [BPCL]: increases cost-overrun risk | agency_North Central Railway: increases cost-overrun risk
705588,Janghai-Pratapgarh- Amethi,Railways,70,1100.0,0.955,1.0,97.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | project_duration_months: increases delay risk,expenditure_ratio: increases cost-overrun risk | agency_CAO/C/II/NR: increases cost-overrun risk | physical_progress: increases cost-overrun risk | original_cost: increases cost-overrun risk | agency_East Coast Railway [ECoR] - II: increases cost-overrun risk
705514,Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line,Railways,36,401.61,0.675,0.0017717003567181,33.83858501783591,Low Risk,physical_progress: reduces delay risk | project_duration_months: increases delay risk | project_duration_days: increases delay risk | ministry_Ministry of Railways: reduces delay risk | agency_East Coast Railway [ECoR] - II: increases delay risk,agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
705362,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]",Railways,75,588.32,0.9,0.0,45.0,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | agency_East Central Railway [ECR] - I: increases delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_East Central Railway [ECR] - I: reduces cost-overrun risk
705598,Jhansi - Bina Third Railway Line [153 Km],Railways,93,1884.84,0.95,0.59,77.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | project_duration_months: increases delay risk,physical_progress: increases cost-overrun risk | agency_CAO/C/NCR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: reduces cost-overrun risk | expenditure: increases cost-overrun risk
705608,Jhansi-Khairar-Manikpur & Khirar-Bhimsen,Railways,53,1989.0,0.58,0.0,29.0,Low Risk,agency_North Central Railway: increases delay risk | physical_progress: reduces delay risk | expenditure: increases delay risk | project_duration_months: reduces delay risk | project_duration_days: reduces delay risk,agency_North Central Railway: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
705616,Jharsuguda-Bilaspur Fourth Railway Line [206 km],Railways,88,2124.15,0.86,1.0,93.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_SECR: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | progress_per_month: increases cost-overrun risk
705450,Jogbani-Biratnagar New Rail Line project,Railways,86,361.0,0.795,1.0,89.75,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | agency_Indian Railway Construction International Limited [IRCON]: increases delay risk | ministry_Ministry of Railways: reduces delay risk | progress_per_month: increases delay risk,agency_Indian Railway Construction International Limited [IRCON]: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | project_duration_months: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
705730,Joka-BBD Bag new metro project,Railways,59,4361.23,0.705,0.115,41.0,Medium Risk,expenditure: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: reduces delay risk | original_cost: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_RVNL - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | expenditure_ratio: increases cost-overrun risk | physical_progress: reduces cost-overrun risk
611980,Junagarh Visavadar 42 Kms,Railways,1,3.0,0.04,0.0,2.0,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure: reduces delay risk | agency_WR: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_WR: reduces cost-overrun risk | agency_SECR: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk
705492,Kadur - Chickamagalur - Sakleshpur [93km],Railways,83,770.18,0.765,0.0,38.25,Low Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | ministry_Ministry of Railways: reduces delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk,agency_South Western Railway [SWR] - II: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | original_cost: reduces cost-overrun risk
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,Railways,67,1029.97,0.145,0.0,7.249999999999999,Low Risk,agency_Eastern Railway [ER] - I: reduces delay risk | project_duration_months: reduces delay risk | project_duration_days: reduces delay risk | ministry_Ministry of Railways: reduces delay risk | original_cost: reduces delay risk,agency_Eastern Railway [ER] - I: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | original_cost: reduces cost-overrun risk
617322,Kalipahari Bakhtarnagar 5th line,Railways,0,0.0,0.045,1.0,52.25,Medium Risk,progress_per_month: reduces delay risk | physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | agency_Eastern Railway [ER] - I: reduces delay risk,agency_Eastern Railway [ER] - I: increases cost-overrun risk | project_duration_days: increases cost-overrun risk | project_duration_months: increases cost-overrun risk | physical_progress: increases cost-overrun risk | progress_per_month: increases cost-overrun risk
709809,KALYAN-MURBAD VIA ULHASNAGAR [UMBRELLA WORK],Railways,1,9.29,0.05,0.0,2.5,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | expenditure: reduces delay risk | agency_Central Railway [CR] - II: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | agency_SECR: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk
705651,Katni - Bina Third Railway Line [279 km],Railways,90,3295.49,0.92,1.0,96.0,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | project_duration_months: increases delay risk,expenditure_ratio: increases cost-overrun risk | agency_West Central Railway WCR I: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk
705661,Katni Grade Separator/Bye Pass,Railways,92,1537.77,0.935,0.0,46.75,Medium Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | progress_per_month: increases delay risk | agency_Indian Railway Construction International Limited [IRCON]: increases delay risk,agency_Indian Railway Construction International Limited [IRCON]: reduces cost-overrun risk | expenditure_ratio: increases cost-overrun risk | sector_Railways: reduces cost-overrun risk | project_duration_days: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk
705612,Kazipet-Vijayawada 3rd line with electrification [220 km],Railways,90,2915.49,0.875,0.98,92.75,High Risk,physical_progress: increases delay risk | expenditure: increases delay risk | expenditure_ratio: increases delay risk | agency_South Central Railway [SCR] - II: increases delay risk | ministry_Ministry of Railways: reduces delay risk,expenditure_ratio: increases cost-overrun risk | agency_South Central Railway [SCR] - II: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk
705364,Khagaria-Kusheshwar Asthan [42Km] new line project,Railways,55,479.22,0.735,1.0,86.75,High Risk,expenditure_ratio: increases delay risk | project_duration_months: increases delay risk | agency_East Central Railway [ECR] - I: increases delay risk | progress_per_month: increases delay risk | project_duration_days: increases delay risk,physical_progress: increases cost-overrun risk | agency_East Central Railway [ECR] - I: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | project_duration_days: increases cost-overrun risk | progress_per_month: increases cost-overrun risk
705668,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,Railways,97,3176.46,0.95,0.0,47.5,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: reduces delay risk,agency_RVNL - II: reduces cost-overrun risk | sector_Railways: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | project_duration_days: reduces cost-overrun risk | project_duration_months: reduces cost-overrun risk
400220,Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1],Railways,94,2574.54,0.895,1.0,94.75,High Risk,expenditure: increases delay risk | expenditure_ratio: increases delay risk | physical_progress: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: reduces delay risk,progress_per_month: increases cost-overrun risk | physical_progress: increases cost-overrun risk | agency_Indian Railway Construction International Limited [IRCON]: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | project_duration_days: increases cost-overrun risk
